"","pond","treat","month","temp","sample","group","family","genus","species","feeding","taxon","abundance","bodymass","biomass"
"6089",12,"Warm","Oct",18.7,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6090",12,"Warm","Oct",18.7,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",15,2.93911700706593e-05,0.000110216887764972
"6091",12,"Warm","Oct",18.7,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",8,0.00316929744290394,0.00633859488580788
"6092",12,"Warm","Oct",18.7,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",68,0.00700012711945776,0.119002161030782
"6093",12,"Warm","Oct",18.7,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",9,7.84660470900272e-05,0.000176548605952561
"6094",12,"Warm","Oct",18.7,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",10,0.00312658751695833,0.00781646879239583
"6095",13,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",22,0.00762552423080727,0.04194038326944
"6096",13,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",1,0.00177653294649319,0.000444133236623297
"6097",13,"Cold","Oct",15.7,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",45,0.00127982620400961,0.0143980447951081
"6098",13,"Cold","Oct",15.7,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",23,0.00439346496616777,0.0252624235554647
"6099",13,"Cold","Oct",15.7,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",43,5.36620677147429e-05,0.000576867227933486
"6100",13,"Cold","Oct",15.7,"Sediment","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",100,0.00108856185446886,0.0272140463617215
"6101",13,"Cold","Oct",15.7,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",53,0.00389139604862329,0.0515609976442586
"6102",13,"Cold","Oct",15.7,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",149,0.00044692697489032,0.0166480298146644
"6103",13,"Cold","Oct",15.7,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",24,0.0078478015976261,0.0470868095857566
"6104",13,"Cold","Oct",15.7,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",14,4.0317105721069e-05,0.000141109870023741
"6105",13,"Cold","Oct",15.7,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",27,0.00414897837188377,0.0280056040102155
"6106",14,"Warm","Oct",18.7,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",8,0.00766528972521825,0.0153305794504365
"6107",14,"Warm","Oct",18.7,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6108",14,"Warm","Oct",18.7,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",13,0.00170655175490888,0.00554629320345386
"6109",14,"Warm","Oct",18.7,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",15,0.00324501632720692,0.012168811227026
"6110",14,"Warm","Oct",18.7,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",46,0.000103242431646285,0.00118728796393227
"6111",14,"Warm","Oct",18.7,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6112",14,"Warm","Oct",18.7,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",18,0.000910894448832545,0.00409902501974645
"6113",14,"Warm","Oct",18.7,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",8,0.00367389625883241,0.00734779251766482
"6114",14,"Warm","Oct",18.7,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,8.85766812691886e-05,6.64325109518915e-05
"6115",14,"Warm","Oct",18.7,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00304475454357275,0.00913426363071826
"6116",15,"Warm","Oct",19.1,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",6,0.00746681533327104,0.0112002229999066
"6117",15,"Warm","Oct",19.1,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",57,0.000205738190494615,0.00293176921454826
"6118",15,"Warm","Oct",19.1,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00312017104958282,0.00936051314874847
"6119",15,"Warm","Oct",19.1,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",107,9.66322629761789e-05,0.00258491303461278
"6120",15,"Warm","Oct",19.1,"Sediment","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",15,0.00172859590779083,0.00648223465421561
"6121",15,"Warm","Oct",19.1,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",42,5.62020453751702e-05,0.000590121476439287
"6122",15,"Warm","Oct",19.1,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",7,0.00263330024099856,0.00460827542174748
"6123",15,"Warm","Oct",19.1,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",65,0.00642210443992623,0.104359197148801
"6124",15,"Warm","Oct",19.1,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",17,0.00223113202944278,0.00948231112513181
"6125",16,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",21,0.00476254450709925,0.0250033586622711
"6126",16,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",39,0.00545165704445438,0.0531536561834302
"6127",16,"Cold","Oct",15.7,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",45,0.004042497230483,0.0454780938429338
"6128",16,"Cold","Oct",15.7,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",60,4.0317105721069e-05,0.000604756585816035
"6129",16,"Cold","Oct",15.7,"Sediment","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",31,0.00766528972521825,0.0594059953704414
"6130",16,"Cold","Oct",15.7,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",7,0.0110720851586486,0.019376149027635
"6131",16,"Cold","Oct",15.7,"Sediment","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",121,0.00108856185446886,0.032928996097683
"6132",16,"Cold","Oct",15.7,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",60,0.00388871679368856,0.0583307519053284
"6133",16,"Cold","Oct",15.7,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",230,0.000281882542435998,0.0162082461900699
"6134",16,"Cold","Oct",15.7,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",37,0.00222982693070336,0.0206258991090061
"6135",17,"Warm","Oct",19.2,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6136",17,"Warm","Oct",19.2,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",45,0.00300117236315352,0.033763189085477
"6137",17,"Warm","Oct",19.2,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",60,5.18404675744364e-05,0.000777607013616545
"6138",17,"Warm","Oct",19.2,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",45,0.00577323361006848,0.0649488781132704
"6139",17,"Warm","Oct",19.2,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",34,0.000379568021187464,0.00322632818009345
"6140",17,"Warm","Oct",19.2,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",31,0.00308723838829371,0.0239260975092763
"6141",17,"Warm","Oct",19.2,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",10,0.00724001279894069,0.0181000319973517
"6142",17,"Warm","Oct",19.2,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",15,8.09916897795315e-05,0.000303718836673243
"6143",17,"Warm","Oct",19.2,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",18,0.00312031103953324,0.0140413996778996
"6144",18,"Cold","Oct",15.8,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",39,0.00790152556635164,0.0770398742719285
"6145",18,"Cold","Oct",15.8,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00496283076897618,0.0148884923069285
"6146",18,"Cold","Oct",15.8,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",43,4.0317105721069e-05,0.000433408886501492
"6147",18,"Cold","Oct",15.8,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",15,0.0101985451802184,0.0382445444258189
"6148",18,"Cold","Oct",15.8,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",102,0.0040981494971438,0.104502812177167
"6149",18,"Cold","Oct",15.8,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",60,0.000526725246719248,0.00790087870078872
"6150",18,"Cold","Oct",15.8,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",3,0.00813835720471403,0.00610376790353552
"6151",18,"Cold","Oct",15.8,"Surface","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6152",18,"Cold","Oct",15.8,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",23,7.17497874177861e-05,0.00041256127765227
"6153",18,"Cold","Oct",15.8,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",34,0.0040357789345933,0.034304120944043
"6154",19,"Warm","Oct",19,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",11,0.00686749850240116,0.0188856208816032
"6155",19,"Warm","Oct",19,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",19,0.00136685931608834,0.00649258175141961
"6156",19,"Warm","Oct",19,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",4,0.00137410775573834,0.00137410775573834
"6157",19,"Warm","Oct",19,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",59,0.00326925545985862,0.0482215180329147
"6158",19,"Warm","Oct",19,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",65,4.95295643783333e-05,0.000804855421147916
"6159",19,"Warm","Oct",19,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00225775792037987,0.000564439480094967
"6160",19,"Warm","Oct",19,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",33,8.43690415084807e-05,0.000696044592444966
"6161",19,"Warm","Oct",19,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",10,0.00322993638576372,0.00807484096440929
"6162",19,"Warm","Oct",19,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",6,0.00706098334708276,0.0105914750206241
"6163",19,"Warm","Oct",19,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",1,0.000136070231808608,3.4017557952152e-05
"6164",19,"Warm","Oct",19,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",7,0.00315322963637747,0.00551815186366056
"6165",20,"Cold","Oct",15.5,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",12,0.0069521674787416,0.0208565024362248
"6166",20,"Cold","Oct",15.5,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",6,0.000547539893280218,0.000821309839920327
"6167",20,"Cold","Oct",15.5,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",27,0.00132111092026799,0.00891749871180893
"6168",20,"Cold","Oct",15.5,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",2,0.0030962529266138,0.0015481264633069
"6169",20,"Cold","Oct",15.5,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",41,2.97870107450116e-05,0.000305316860136369
"6170",20,"Cold","Oct",15.5,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",4,0.0079322796785796,0.0079322796785796
"6171",20,"Cold","Oct",15.5,"Sediment","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",31,0.00123983163513431,0.0096086951722909
"6172",20,"Cold","Oct",15.5,"Sediment","Amoeba","Amoeba","Amoeba","unknown","heterotroph","AmoebaAmoebaAmoebaunknown",1,0.29189584542054,0.072973961355135
"6173",20,"Cold","Oct",15.5,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",29,0.00385042653882783,0.0279155924065018
"6174",20,"Cold","Oct",15.5,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",59,0.000488176491694165,0.00720060325248894
"6175",20,"Cold","Oct",15.5,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",8,6.77881736317624e-05,0.000135576347263525
"6176",20,"Cold","Oct",15.5,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",23,0.00469676688731594,0.0270064096020667
"6177",1,"Warm","Nov",11.2,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",9,0.00344481894380371,0.00775084262355835
"6178",1,"Warm","Nov",11.2,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",13,0.000449343447208788,0.00146036620342856
"6179",1,"Warm","Nov",11.2,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",13,0.00305956591106554,0.00994358921096299
"6180",1,"Warm","Nov",11.2,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",29,0.000105539187203471,0.000765159107225165
"6181",1,"Warm","Nov",11.2,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",6,0.00350238057157736,0.00525357085736605
"6182",1,"Warm","Nov",11.2,"Surface","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",4,0.000103141235710925,0.000103141235710925
"6183",2,"Cold","Nov",7.9,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",2,0.000175782580943861,8.78912904719305e-05
"6184",2,"Cold","Nov",7.9,"Sediment","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",2,0.00542718639387741,0.0027135931969387
"6185",2,"Cold","Nov",7.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00870849483575091,0.00217712370893773
"6186",2,"Cold","Nov",7.9,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",11,0.00354716126959395,0.00975469349138335
"6187",2,"Cold","Nov",7.9,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",24,0.00445003279764757,0.0267001967858854
"6188",2,"Cold","Nov",7.9,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",3,0.00927232955926006,0.00695424716944505
"6189",2,"Cold","Nov",7.9,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",7,0.000286038345917921,0.000500567105356362
"6190",2,"Cold","Nov",7.9,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00360855902925261,0.0108256770877578
"6191",3,"Cold","Nov",8,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",12,0.000115716812937088,0.000347150438811264
"6192",3,"Cold","Nov",8,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",33,0.0134808526311024,0.111217034206595
"6193",3,"Cold","Nov",8,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",21,0.00368329380965685,0.0193372925006985
